,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
7617,9618,0.8,0.65,3,264,4,0,0,management,high,1
7618,9619,0.72,0.57,3,203,2,1,0,marketing,medium,1
7619,9620,0.68,0.65,3,243,2,0,0,sales,medium,1
7620,9621,0.21,0.61,6,159,5,1,0,accounting,medium,1
7621,9622,0.46,0.4,3,145,2,0,0,support,medium,1
7622,9623,0.8,0.7,3,238,2,0,0,technical,medium,1
7623,9624,0.57,0.64,4,151,2,0,0,management,medium,1
7624,9625,0.58,0.57,5,205,2,0,0,marketing,high,1
7625,9626,0.91,1.0,4,211,3,0,0,marketing,low,1
7626,9627,0.63,0.67,5,169,2,0,0,marketing,medium,1
7627,9628,0.95,0.86,2,263,4,0,0,sales,medium,1
7628,9629,0.87,0.67,5,143,3,0,0,sales,medium,1
7629,9630,0.22,0.53,5,160,4,1,0,sales,medium,1
7630,9631,0.95,0.65,5,142,2,1,0,sales,low,1
7631,9632,0.18,0.5,4,169,4,0,0,sales,low,1
7632,9633,0.87,0.63,5,214,3,0,0,sales,low,1
7633,9634,0.23,0.84,5,131,5,0,0,sales,low,1
7634,9635,0.93,0.69,3,213,4,0,0,sales,low,1
7635,9636,0.58,0.75,4,244,4,0,0,sales,low,1
7636,9637,0.68,0.55,4,169,3,1,0,sales,low,1
7637,9638,0.76,0.71,4,156,3,0,0,sales,low,1
7638,9639,0.68,0.84,5,161,3,0,0,sales,low,1
7639,9640,0.99,0.47,3,152,5,0,0,sales,low,1
7640,9641,0.64,0.55,3,201,2,0,0,sales,low,1
7641,9642,0.61,0.83,5,269,5,1,0,sales,low,1
7642,9643,0.51,0.5,5,242,2,0,0,sales,low,1
7643,9644,0.69,0.66,3,113,4,0,0,sales,low,1
7644,9645,0.85,0.6,3,251,2,0,0,sales,low,1
7645,9646,0.55,0.89,6,99,3,0,0,sales,low,1
7646,9647,0.56,0.89,4,263,3,0,0,accounting,low,1
7647,9648,0.69,0.68,4,214,4,0,0,accounting,low,1
7648,9649,0.61,0.46,4,172,3,0,0,accounting,low,1
7649,9650,0.47,0.65,4,172,2,0,0,hr,low,1
7650,9651,0.58,0.79,4,196,3,1,0,hr,low,1
7651,9652,0.16,0.56,5,152,5,0,0,hr,medium,1
7652,9653,0.53,0.64,2,109,3,0,0,hr,medium,1
7653,9654,0.82,0.82,5,193,4,0,0,technical,medium,1
7654,9655,0.68,0.61,4,227,3,0,0,technical,medium,1
7655,9656,0.6,0.72,3,181,2,0,0,technical,medium,1
7656,9657,0.93,0.44,5,190,5,0,0,technical,medium,1
7657,9658,0.58,0.49,2,107,3,0,0,technical,medium,1
7658,9659,0.61,0.96,4,161,3,1,0,technical,medium,1
7659,9660,0.74,0.71,4,243,3,0,0,technical,medium,1
7660,9661,0.88,0.91,3,157,2,0,0,technical,medium,1
7661,9662,0.94,0.8,6,147,3,0,0,technical,medium,1
7662,9663,0.44,0.46,3,121,3,0,0,technical,medium,1
7663,9664,0.73,0.52,3,274,2,0,0,technical,high,1
7664,9665,0.9,0.68,4,204,4,1,0,support,low,1
7665,9666,0.97,0.49,3,199,2,0,0,support,medium,1
7666,9667,0.86,0.96,5,246,3,0,0,support,medium,1
7667,9668,0.81,0.98,3,141,3,0,0,support,medium,1
7668,9669,0.24,0.76,6,213,4,0,0,support,medium,1
7669,9670,0.92,0.97,4,199,3,0,0,support,low,1
7670,9671,0.34,0.62,2,257,6,1,0,support,low,1
7671,9672,0.95,0.53,4,143,3,0,0,support,low,1
7672,9673,0.94,0.81,3,150,2,0,0,support,low,1
7673,9674,0.54,0.82,3,284,2,1,0,support,low,1
7674,9675,0.87,0.57,3,149,3,0,0,support,low,1
7675,9676,0.54,0.74,4,160,6,0,0,technical,low,1
7676,9677,0.75,0.49,4,208,4,0,0,technical,low,1
7677,9678,0.88,1.0,3,248,3,0,0,technical,medium,1
7678,9679,0.78,0.86,3,210,3,0,0,management,medium,1
7679,9680,0.88,0.71,5,219,2,0,0,IT,medium,1
7680,9681,0.51,0.94,4,155,3,0,0,IT,medium,1
7681,9682,0.31,0.7,4,182,3,0,0,IT,medium,1
7682,9683,0.22,1.0,6,244,3,0,0,IT,medium,1
7683,9684,0.56,0.83,5,157,3,0,0,IT,medium,1
7684,9685,0.38,0.63,2,182,2,0,0,product_mng,medium,1
7685,9686,0.56,0.47,5,185,4,0,0,product_mng,medium,1
7686,9687,0.55,0.9,4,206,3,0,0,product_mng,medium,1
7687,9688,0.74,0.99,4,156,3,0,0,product_mng,medium,1
7688,9689,0.64,0.92,5,211,2,1,0,IT,medium,1
7689,9690,0.69,0.91,6,247,6,0,0,RandD,medium,1
7690,9691,0.99,0.54,3,247,3,0,0,RandD,medium,1
7691,9692,0.66,0.75,4,235,3,0,0,RandD,medium,1
7692,9693,0.79,0.93,5,169,3,0,0,RandD,medium,1
7693,9694,0.92,0.54,3,246,3,0,0,RandD,medium,1
7694,9695,0.84,0.49,3,172,4,0,0,RandD,medium,1
7695,9696,0.31,0.59,4,218,5,0,0,marketing,medium,1
7696,9697,0.34,0.52,6,265,6,0,0,sales,medium,1
7697,9698,0.88,0.96,5,173,4,0,0,accounting,medium,1
7698,9699,0.8,0.84,3,195,3,0,0,support,medium,1
7699,9700,0.75,0.92,3,160,3,1,0,technical,medium,1
7700,9701,0.71,0.7,4,237,4,0,0,management,medium,1
7701,9702,0.66,0.49,3,206,2,0,0,marketing,medium,1
7702,9703,0.54,0.72,6,222,5,0,0,marketing,high,1
7703,9704,0.47,0.4,3,113,3,0,0,marketing,high,1
7704,9705,0.87,0.79,3,244,3,0,0,sales,high,1
7705,9706,0.9,0.52,3,162,2,0,0,sales,high,1
7706,9707,0.51,0.63,3,234,2,0,0,sales,high,1
7707,9708,0.62,0.71,4,168,2,0,0,sales,high,1
7708,9709,0.47,0.43,3,120,3,0,0,sales,high,1
7709,9710,0.59,0.94,5,274,2,0,0,sales,high,1
7710,9711,0.87,0.62,4,202,3,0,0,sales,high,1
7711,9712,0.59,0.97,3,209,3,0,0,sales,high,1
7712,9713,0.87,0.71,6,224,6,0,0,sales,high,1
7713,9714,0.89,0.93,3,168,2,0,0,sales,high,1
7714,9715,0.73,0.68,4,227,3,0,0,sales,low,1
7715,9716,0.79,0.98,3,217,3,0,0,sales,low,1
7716,9717,0.8,0.74,2,205,3,1,0,sales,low,1
7717,9718,0.73,0.89,5,223,3,0,0,sales,low,1
7718,9719,0.96,0.9,3,175,3,1,0,sales,low,1
7719,9720,0.66,0.96,3,175,2,0,0,sales,low,1
7720,9721,0.53,0.97,4,254,3,0,0,sales,low,1
7721,9722,0.86,0.56,5,215,2,0,0,sales,low,1
7722,9723,0.92,0.86,3,166,4,0,0,sales,low,1
7723,9724,0.31,0.95,5,205,3,0,0,accounting,low,1
7724,9725,0.69,0.73,4,233,2,0,0,accounting,low,1
7725,9726,0.7,0.83,3,189,3,0,0,accounting,low,1
7726,9727,0.63,0.74,4,202,3,0,0,hr,low,1
7727,9728,0.24,0.53,6,165,5,0,0,hr,low,1
7728,9729,0.13,0.94,4,213,5,1,0,hr,low,1
7729,9730,0.47,0.41,2,140,3,0,0,hr,medium,1
7730,9731,0.53,0.58,4,251,2,0,0,technical,medium,1
7731,9732,0.96,0.96,5,243,3,0,0,technical,medium,1
7732,9733,0.92,0.88,4,111,4,0,0,technical,medium,1
7733,9734,0.56,0.59,3,178,2,0,0,technical,medium,1
7734,9735,0.51,0.88,5,230,4,0,0,technical,medium,1
7735,9736,0.22,0.85,6,172,6,1,0,technical,medium,1
7736,9737,0.83,0.92,3,268,2,1,0,technical,medium,1
7737,9738,0.85,0.48,2,208,4,0,0,technical,medium,1
7738,9739,0.85,0.92,3,188,4,0,0,technical,medium,1
7739,9740,0.85,0.9,5,247,2,0,0,technical,medium,1
7740,9741,0.73,0.82,4,205,4,0,0,technical,medium,1
7741,9742,0.18,0.52,3,213,4,0,0,support,high,1
7742,9743,0.63,0.87,4,145,3,1,0,support,high,1
7743,9744,0.5,0.48,2,106,2,0,0,support,high,1
7744,9745,0.63,0.47,3,180,3,1,0,support,high,1
7745,9746,0.15,0.95,4,251,5,0,0,support,high,1
7746,9747,0.96,0.69,4,156,5,0,0,support,high,1
7747,9748,0.96,0.91,5,179,2,0,0,support,high,1
7748,9749,0.31,0.51,4,229,6,0,0,support,high,1
7749,9750,0.59,0.49,4,149,4,0,0,support,low,1
7750,9751,0.75,0.98,4,198,3,0,0,support,low,1
7751,9752,0.96,0.51,3,241,6,1,0,support,low,1
7752,9753,0.69,0.67,4,156,3,0,0,technical,low,1
7753,9754,0.92,0.89,3,220,2,0,0,technical,low,1
7754,9755,0.96,0.82,5,185,3,0,0,technical,low,1
7755,9756,0.67,0.7,4,222,3,0,0,management,low,1
7756,9757,0.49,0.56,3,221,3,1,0,IT,low,1
7757,9758,0.85,0.65,4,280,3,1,0,IT,medium,1
7758,9759,0.85,0.53,3,250,3,0,0,IT,medium,1
7759,9760,0.91,0.77,4,167,3,1,0,IT,medium,1
7760,9761,0.7,0.48,4,238,3,0,0,IT,medium,1
7761,9762,0.98,0.99,4,132,2,0,0,product_mng,medium,1
7762,9763,0.48,0.48,2,245,5,0,0,product_mng,medium,1
7763,9764,0.39,0.6,2,161,2,0,0,product_mng,medium,1
7764,9765,0.66,0.89,3,242,3,0,0,product_mng,medium,1
7765,9766,0.6,0.61,3,104,5,0,0,IT,medium,1
7766,9767,0.88,0.9,4,152,4,0,0,RandD,medium,1
7767,9768,0.85,0.83,3,226,2,0,0,RandD,medium,1
7768,9769,0.76,0.81,3,175,3,0,0,RandD,medium,1
7769,9770,1.0,0.67,5,241,4,0,0,RandD,medium,1
7770,9771,0.79,0.74,2,158,3,0,0,RandD,medium,1
7771,9772,0.63,0.52,5,226,4,0,0,marketing,medium,1
7772,9773,0.5,0.83,2,220,2,1,0,sales,medium,1
7773,9774,0.83,0.74,4,233,3,0,0,accounting,medium,1
7774,9775,0.71,0.81,3,141,3,0,0,support,medium,1
7775,9776,0.94,0.87,4,157,3,0,0,technical,medium,1
7776,9777,0.56,0.57,2,112,4,0,0,management,medium,1
7777,9778,0.78,0.71,4,216,2,0,0,marketing,medium,1
7778,9779,0.34,0.46,5,131,3,0,0,marketing,medium,1
7779,9780,0.62,0.67,3,212,3,0,0,marketing,medium,1
7780,9781,0.82,0.74,3,163,2,0,0,sales,high,1
7781,9782,0.42,0.5,2,151,3,0,0,sales,low,1
7782,9783,0.51,0.79,3,137,3,0,0,sales,medium,1
7783,9784,0.63,0.78,2,158,5,1,0,sales,medium,1
7784,9785,0.43,0.81,3,102,3,0,0,sales,medium,1
7785,9786,0.5,0.49,5,256,3,0,0,sales,medium,1
7786,9787,0.81,0.87,4,203,2,0,0,sales,medium,1
7787,9788,0.63,0.7,5,177,2,1,0,sales,medium,1
7788,9789,0.86,0.7,4,197,3,0,0,sales,medium,1
7789,9790,0.92,0.91,3,202,2,0,0,sales,medium,1
7790,9791,0.72,0.78,3,229,2,0,0,sales,medium,1
7791,9792,0.78,0.63,4,181,2,0,0,sales,medium,1
7792,9793,0.76,0.65,3,254,2,0,0,sales,low,1
7793,9794,0.84,0.63,2,162,3,0,0,sales,low,1
7794,9795,0.78,0.54,4,102,3,0,0,sales,low,1
7795,9796,0.57,0.59,4,197,3,0,0,sales,low,1
7796,9797,0.15,0.42,3,98,3,0,0,sales,low,1
7797,9798,0.69,0.77,3,232,2,0,0,sales,low,1
7798,9799,0.73,0.6,3,252,4,1,0,sales,low,1
7799,9800,0.96,0.54,5,161,3,1,0,accounting,high,1
7800,9801,0.91,0.78,4,169,4,0,0,accounting,low,1
7801,9802,0.58,0.97,2,216,3,0,0,accounting,high,1
7802,9803,0.84,0.56,3,266,3,0,0,hr,high,1
7803,9804,0.51,0.58,3,141,3,0,0,hr,low,1
7804,9805,0.71,0.95,4,249,3,0,0,hr,low,1
7805,9806,0.63,0.82,5,268,3,0,0,hr,high,1
7806,9807,0.66,0.51,3,192,3,0,0,technical,low,1
7807,9808,0.5,0.8,6,201,5,0,0,technical,medium,1
7808,9809,0.56,0.89,3,163,3,1,0,technical,high,1
7809,9810,0.57,0.46,3,167,4,0,0,technical,medium,1
7810,9811,0.7,0.65,5,202,3,1,0,technical,medium,1
7811,9812,0.84,0.62,5,245,4,0,0,technical,medium,1
7812,9813,0.33,0.59,3,243,2,0,0,technical,medium,1
7813,9814,0.64,0.94,3,204,2,0,0,technical,high,1
7814,9815,0.93,0.54,4,239,2,0,0,technical,medium,1
7815,9816,1.0,0.58,4,229,2,1,0,technical,medium,1
7816,9817,0.91,0.49,3,213,4,0,0,technical,medium,1
7817,9818,0.56,0.59,5,254,4,0,0,support,high,1
7818,9819,0.62,0.52,6,253,4,0,0,support,medium,1
7819,9820,0.98,0.68,4,253,3,0,0,support,high,1
7820,9821,0.96,0.85,5,211,4,0,0,support,low,1
7821,9822,0.61,0.99,5,98,2,0,0,support,medium,1
7822,9823,0.92,0.66,4,133,3,0,0,support,medium,1
7823,9824,0.58,0.67,5,265,3,0,0,support,medium,1
7824,9825,0.47,0.49,2,112,3,1,0,support,medium,1
7825,9826,0.87,0.7,3,224,3,0,0,support,low,1
7826,9827,0.8,0.64,5,180,2,0,0,support,low,1
7827,9828,0.54,0.53,3,203,2,0,0,support,low,1
7828,9829,0.14,0.83,6,275,6,0,0,technical,low,1
7829,9830,0.98,0.76,5,168,3,0,0,technical,low,1
7830,9831,0.13,0.58,4,203,4,0,0,technical,low,1
7831,9832,0.64,0.81,3,209,3,0,0,management,low,1
7832,9833,0.91,0.75,3,166,2,0,0,IT,low,1
7833,9834,0.24,0.71,3,187,5,0,0,IT,low,1
7834,9835,0.34,0.42,6,287,5,1,0,IT,low,1
7835,9836,0.51,0.85,2,248,4,0,0,IT,high,1
7836,9837,0.91,0.7,3,193,2,0,0,IT,low,1
7837,9838,0.86,0.9,4,162,3,0,0,product_mng,low,1
7838,9839,1.0,0.61,3,188,4,0,0,product_mng,low,1
7839,9840,0.37,0.41,6,101,3,0,0,product_mng,low,1
7840,9841,0.46,0.73,6,256,4,0,0,product_mng,high,1
7841,9842,0.86,0.8,5,134,2,0,0,IT,low,1
7842,9843,0.36,0.68,2,126,4,0,0,marketing,high,1
7843,9844,0.52,0.93,2,243,3,0,0,accounting,high,1
7844,9845,0.51,0.73,3,205,4,0,0,accounting,high,1
7845,9846,0.69,0.94,5,259,2,0,0,IT,medium,1
7846,9847,0.67,0.5,5,219,3,0,0,IT,medium,1
7847,9848,0.6,0.99,5,161,3,0,0,management,high,1
7848,9849,0.71,0.57,3,207,3,0,0,marketing,medium,1
7849,9850,0.65,0.79,3,201,3,1,0,sales,high,1
7850,9851,0.48,0.92,3,234,3,0,0,accounting,medium,1
7851,9852,0.67,0.58,4,158,3,0,0,support,medium,1
7852,9853,0.68,0.63,5,185,4,0,0,technical,medium,1
7853,9854,0.74,0.85,3,176,3,0,0,management,medium,1
7854,9855,0.9,0.77,5,163,3,0,0,marketing,medium,1
7855,9856,0.67,0.83,3,171,3,1,0,marketing,medium,1
7856,9857,0.64,0.66,5,163,4,0,0,marketing,medium,1
7857,9858,0.54,0.87,4,163,3,0,0,sales,medium,1
7858,9859,0.6,0.73,2,180,2,0,0,sales,high,1
7859,9860,0.72,0.67,3,243,3,0,0,sales,low,1
7860,9861,0.97,0.49,4,213,2,0,0,sales,medium,1
7861,9862,0.99,0.89,3,273,2,0,0,sales,medium,1
7862,9863,0.75,0.93,4,195,3,0,0,sales,medium,1
7863,9864,0.84,0.98,4,246,3,0,0,sales,medium,1
7864,9865,0.76,0.5,3,196,3,1,0,sales,medium,1
7865,9866,0.96,0.51,5,205,2,1,0,sales,medium,1
7866,9867,0.12,0.81,4,287,6,0,0,sales,medium,1
7867,9868,0.54,0.79,3,211,3,0,0,sales,medium,1
7868,9869,0.69,0.98,3,261,4,0,0,sales,medium,1
7869,9870,0.77,0.71,5,204,3,0,0,sales,high,1
7870,9871,0.96,0.86,2,163,3,0,0,sales,low,1
7871,9872,0.53,0.62,4,162,2,0,0,sales,low,1
7872,9873,0.54,0.72,4,259,2,1,0,sales,low,1
7873,9874,0.89,0.64,4,151,5,0,0,sales,high,1
7874,9875,0.52,0.84,2,266,2,0,0,sales,low,1
7875,9876,0.29,0.65,5,110,5,1,0,sales,low,1
7876,9877,0.93,0.6,4,271,3,0,0,accounting,low,1
7877,9878,0.71,0.68,4,208,2,0,0,accounting,high,1
7878,9879,0.23,0.5,2,150,6,0,0,accounting,low,1
7879,9880,0.89,0.96,3,122,4,0,0,hr,low,1
7880,9881,0.51,0.5,4,246,3,0,0,hr,low,1
7881,9882,0.27,0.64,2,188,3,0,0,hr,low,1
7882,9883,0.9,0.53,3,167,3,0,0,hr,low,1
7883,9884,0.88,0.57,4,261,4,0,0,technical,low,1
7884,9885,0.91,0.83,4,235,3,0,0,technical,low,1
7885,9886,0.65,0.63,4,199,2,0,0,technical,medium,1
7886,9887,0.68,0.5,4,166,4,1,0,technical,medium,1
7887,9888,0.58,0.63,4,272,3,0,0,technical,medium,1
7888,9889,0.68,0.62,3,158,3,0,0,technical,medium,1
7889,9890,0.59,0.76,3,264,3,0,0,technical,medium,1
7890,9891,0.56,0.57,5,274,3,0,0,technical,medium,1
7891,9892,0.74,0.44,5,169,3,1,0,technical,medium,1
7892,9893,0.5,0.91,4,148,2,0,0,technical,medium,1
7893,9894,0.85,0.65,4,162,2,0,0,technical,medium,1
7894,9895,0.57,0.48,5,221,3,0,0,support,medium,1
7895,9896,0.89,0.58,3,167,3,0,0,support,medium,1
7896,9897,0.76,0.66,5,206,2,0,0,support,medium,1
7897,9898,0.96,0.7,3,169,3,0,0,support,high,1
7898,9899,0.81,0.68,4,179,3,0,0,support,low,1
7899,9900,0.79,0.85,4,100,6,0,0,support,medium,1
7900,9901,0.63,0.66,3,177,2,1,0,support,medium,1
7901,9902,0.92,0.82,5,252,3,0,0,support,medium,1
7902,9903,0.77,0.74,4,202,4,0,0,support,medium,1
7903,9904,0.73,0.87,4,263,2,0,0,support,low,1
7904,9905,0.74,0.98,4,160,2,0,0,support,low,1
7905,9906,0.8,0.74,5,229,3,1,0,technical,low,1
7906,9907,0.82,0.85,5,195,4,0,0,technical,low,1
7907,9908,0.48,0.81,3,212,2,0,0,technical,low,1
7908,9909,0.79,0.54,6,190,4,0,0,management,low,1
7909,9910,0.87,0.41,3,219,3,1,0,IT,low,1
7910,9911,0.96,0.88,2,193,2,0,0,IT,low,1
7911,9912,0.96,0.58,5,197,4,1,0,IT,low,1
7912,9913,0.69,0.66,3,206,2,0,0,IT,low,1
7913,9914,0.42,0.58,2,140,3,0,0,IT,low,1
7914,9915,0.7,0.76,3,173,2,0,0,product_mng,low,1
7915,9916,0.97,0.76,6,142,2,0,0,product_mng,low,1
7916,9917,0.6,0.59,3,237,4,1,0,product_mng,low,1
7917,9918,0.63,0.63,5,252,2,0,0,product_mng,low,1
7918,9919,0.65,0.82,4,196,2,0,0,IT,low,1
7919,9920,0.85,0.81,3,205,3,0,0,marketing,high,1
7920,9921,0.54,0.83,3,201,3,0,0,accounting,high,1
7921,9922,0.23,0.74,5,120,4,0,0,accounting,high,1
7922,9923,0.95,0.73,2,187,2,0,0,IT,medium,1
7923,9924,1.0,0.51,5,274,4,0,0,IT,medium,1
7924,9925,0.77,0.93,3,227,3,0,0,management,high,1
7925,9926,0.8,0.53,3,245,3,0,0,sales,medium,1
7926,9927,0.88,0.56,4,243,4,0,0,accounting,medium,1
7927,9928,0.73,0.68,3,132,2,0,0,support,medium,1
7928,9929,0.54,0.9,3,206,3,0,0,technical,medium,1
7929,9930,0.92,0.58,5,205,2,1,0,management,medium,1
7930,9931,0.14,0.88,3,162,4,0,0,marketing,medium,1
7931,9932,0.65,0.79,5,266,3,0,0,marketing,medium,1
7932,9933,0.17,0.89,5,261,5,0,0,marketing,medium,1
7933,9934,0.18,0.67,5,209,4,0,0,sales,medium,1
7934,9935,0.58,0.5,5,184,4,0,0,sales,medium,1
7935,9936,0.63,0.67,4,229,3,0,0,sales,medium,1
7936,9937,0.68,0.81,3,180,2,1,0,sales,high,1
7937,9938,0.91,0.98,5,135,3,0,0,sales,low,1
7938,9939,0.95,0.94,3,174,3,0,0,sales,medium,1
7939,9940,0.89,0.76,2,278,2,0,0,sales,medium,1
7940,9941,0.76,0.76,3,197,2,0,0,sales,medium,1
7941,9942,0.96,0.72,3,157,3,0,0,sales,medium,1
7942,9943,0.78,0.63,4,156,3,0,0,sales,low,1
7943,9944,0.98,0.9,3,186,4,0,0,sales,low,1
7944,9945,0.76,0.42,3,217,2,0,0,sales,low,1
7945,9946,0.63,0.49,5,192,2,0,0,sales,low,1
7946,9947,0.39,0.37,3,127,3,0,0,sales,low,1
7947,9948,0.91,0.67,3,257,2,0,0,sales,low,1
7948,9949,0.8,0.8,4,229,4,0,0,sales,low,1
7949,9950,0.89,0.64,4,274,2,1,0,sales,low,1
7950,9951,0.75,0.41,5,196,4,0,0,sales,low,1
7951,9952,0.94,0.85,3,137,3,0,0,sales,low,1
7952,9953,0.5,0.75,4,239,2,0,0,accounting,low,1
7953,9954,0.75,0.95,4,177,3,0,0,accounting,low,1
7954,9955,0.84,0.78,5,164,3,0,0,accounting,low,1
7955,9956,0.55,0.81,5,229,3,0,0,hr,low,1
7956,9957,0.59,0.82,3,149,3,0,0,hr,low,1
7957,9958,0.58,0.43,3,224,6,0,0,hr,low,1
7958,9959,0.91,0.59,5,179,3,0,0,hr,low,1
7959,9960,0.43,0.92,5,151,4,0,0,technical,low,1
7960,9961,0.51,0.79,5,222,2,0,0,technical,low,1
7961,9962,0.81,0.96,4,219,2,0,0,technical,low,1
7962,9963,0.72,0.39,3,257,3,0,0,technical,low,1
7963,9964,0.89,0.99,4,258,3,1,0,technical,medium,1
7964,9965,0.61,0.74,5,185,2,1,0,technical,medium,1
7965,9966,0.57,0.7,3,248,2,0,0,technical,medium,1
7966,9967,0.74,0.82,5,154,2,0,0,technical,medium,1
7967,9968,0.87,0.64,3,187,2,0,0,technical,medium,1
7968,9969,0.58,0.62,3,182,3,0,0,technical,medium,1
7969,9970,0.63,0.59,3,189,3,0,0,technical,medium,1
7970,9971,0.89,0.85,4,195,4,0,0,support,medium,1
7971,9972,0.49,0.74,2,154,3,0,0,support,medium,1
7972,9973,0.59,0.59,4,244,3,0,0,support,medium,1
7973,9974,0.71,0.99,3,228,2,0,0,support,medium,1
7974,9975,0.58,0.62,3,218,3,0,0,support,medium,1
7975,9976,0.84,0.61,5,202,3,0,0,support,high,1
7976,9977,0.92,0.48,4,208,3,0,0,support,low,1
7977,9978,0.91,0.59,3,266,2,0,0,support,medium,1
7978,9979,0.92,0.78,4,177,2,0,0,support,medium,1
7979,9980,0.95,0.65,3,183,3,0,0,support,medium,1
7980,9981,0.53,0.62,4,201,3,0,0,support,medium,1
7981,9982,0.89,0.89,5,179,2,0,0,technical,low,1
7982,9983,0.81,0.84,3,198,2,0,0,technical,low,1
7983,9984,0.78,0.67,5,209,3,0,0,technical,low,1
7984,9985,0.66,0.48,3,203,4,1,0,management,low,1
7985,9986,0.37,0.71,6,266,5,0,0,IT,low,1
7986,9987,0.55,0.84,4,200,4,0,0,IT,low,1
7987,9988,0.79,0.88,3,195,4,0,0,IT,low,1
7988,9989,0.89,0.83,5,269,3,0,0,IT,low,1
7989,9990,0.54,0.76,5,226,2,0,0,IT,low,1
7990,9991,0.74,0.8,4,200,4,0,0,product_mng,low,1
7991,9992,0.7,0.47,2,176,5,0,0,product_mng,low,1
7992,9993,0.37,0.85,2,185,3,0,0,product_mng,low,1
7993,9994,0.84,0.71,3,179,2,0,0,product_mng,low,1
7994,9995,0.55,0.58,5,208,3,0,0,IT,low,1
7995,9996,0.93,0.79,5,241,4,0,0,marketing,high,1
7996,9997,0.97,0.55,4,166,3,1,0,accounting,high,1
7997,9998,0.64,0.53,3,216,3,0,0,accounting,high,1
7998,9999,0.62,0.64,4,185,2,0,0,IT,medium,1
7999,10000,0.26,0.91,5,183,6,0,0,IT,medium,1
8000,10001,0.93,0.49,4,255,2,0,0,management,high,1
8001,10002,0.27,0.61,3,213,6,0,0,sales,low,1
8002,10003,0.9,0.63,4,173,3,0,0,accounting,medium,1
8003,10004,0.16,0.7,6,246,4,0,0,support,medium,1
8004,10005,0.75,0.63,3,148,4,0,0,technical,medium,1
8005,10006,0.72,0.74,2,238,3,0,0,management,medium,1
8006,10007,0.68,0.51,3,185,3,0,0,marketing,medium,1
8007,10008,0.13,0.77,4,201,5,0,0,marketing,medium,1
8008,10009,0.96,0.92,3,150,2,0,0,marketing,medium,1
8009,10010,0.71,0.72,4,137,3,0,0,sales,medium,1
8010,10011,0.85,0.66,5,189,3,0,0,sales,medium,1
8011,10012,0.87,0.91,3,229,3,1,0,sales,medium,1
8012,10013,0.86,0.93,3,199,3,1,0,sales,medium,1
8013,10014,0.49,0.85,3,250,2,0,0,sales,medium,1
8014,10015,0.99,0.59,5,263,3,0,0,sales,high,1
8015,10016,0.75,0.95,3,268,3,1,0,sales,low,1
8016,10017,0.61,0.64,3,187,2,0,0,sales,medium,1
8017,10018,0.89,0.84,6,196,4,0,0,sales,medium,1
8018,10019,0.77,0.7,4,232,3,0,0,sales,medium,1
8019,10020,0.7,0.79,3,226,4,0,0,sales,medium,1
8020,10021,0.5,0.58,4,96,3,0,0,sales,low,1
8021,10022,0.61,1.0,4,133,4,0,0,sales,low,1
8022,10023,0.98,0.53,4,214,2,0,0,sales,low,1
8023,10024,0.61,0.77,4,252,2,0,0,sales,low,1
8024,10025,0.85,0.56,3,199,4,0,0,sales,low,1
8025,10026,0.42,0.85,3,150,3,0,0,sales,low,1
8026,10027,0.56,0.75,4,141,3,0,0,sales,low,1
8027,10028,0.88,0.8,4,239,3,0,0,sales,low,1
8028,10029,0.92,0.69,3,139,2,0,0,accounting,low,1
8029,10030,0.85,0.77,3,146,4,0,0,accounting,low,1
8030,10031,0.66,0.74,4,179,3,0,0,accounting,low,1
8031,10032,0.82,0.93,3,160,3,0,0,hr,low,1
8032,10033,0.14,0.58,6,205,3,0,0,hr,low,1
8033,10034,0.6,0.98,5,213,3,0,0,hr,low,1
8034,10035,0.92,0.65,4,260,2,0,0,hr,low,1
8035,10036,0.51,0.72,3,242,3,0,0,technical,low,1
8036,10037,0.85,0.46,3,123,5,1,0,technical,low,1
8037,10038,0.43,0.84,2,285,5,0,0,technical,low,1
8038,10039,0.98,0.56,3,103,5,0,0,technical,medium,1
8039,10040,0.84,0.55,5,264,3,0,0,technical,medium,1
8040,10041,0.7,0.52,3,227,2,0,0,technical,medium,1
8041,10042,0.82,0.82,5,267,2,0,0,technical,medium,1
8042,10043,0.94,0.67,3,142,3,0,0,technical,medium,1
8043,10044,0.55,0.79,3,254,3,1,0,technical,medium,1
8044,10045,0.98,0.5,3,251,3,0,0,technical,medium,1
8045,10046,0.78,0.63,4,158,3,0,0,technical,medium,1
8046,10047,0.99,0.77,5,160,3,0,0,support,medium,1
8047,10048,0.74,0.58,4,215,3,1,0,support,medium,1
8048,10049,0.5,0.74,4,237,2,1,0,support,medium,1
8049,10050,0.25,0.8,5,237,6,0,0,support,medium,1
8050,10051,0.49,0.55,4,268,4,0,0,support,high,1
8051,10052,0.63,0.74,4,234,3,0,0,support,low,1
8052,10053,0.68,0.73,3,250,2,0,0,support,medium,1
8053,10054,0.62,0.54,4,212,4,0,0,support,medium,1
8054,10055,0.89,0.52,4,189,3,0,0,support,medium,1
8055,10056,0.31,0.37,2,104,3,1,0,support,medium,1
8056,10057,0.89,0.61,3,211,2,0,0,support,low,1
8057,10058,0.72,0.65,3,109,5,1,0,technical,low,1
8058,10059,0.84,0.75,2,168,2,0,0,technical,low,1
